ArtNr;Alt_ArtNr;Weitere_ArtNr;Raumcode;Bezeichnung;Beschreibung;Kategorie;Marke;Bündel;Raum;Menge;Einheit;Zustand;Maße;Foto;Wertklasse;Aktiv;Im_Katalog;Preis_netto;Preisbasis;Versand;Mengenhinweis;Anlagennr;Anschaffungswert_netto;Status;Kanal;Reserviert_für;Verkauft_Menge;Verkaufspreis_netto;Verkaufsdatum;Käufer;Rechnungsnr;Zahlung;Zahlart;Abholtermin;Klinik_Markierung;Bemerkung
NE01-24;;;NE01;Truhenbank Kindergröße, Buche mit weiß;Sitzbank in Kindergröße: Gestell und Sprossenlehne aus Buche massiv, Sitzfläche und Korpus weiß. Unter der Sitzfläche ein Stauraum. Sitzfläche stark verschmutzt und abgestoßen.;Kita-Ausstattung;;;Flur;3;Stück;stark gebraucht;;F-253;B;ja;ja;35,00;VHB;nur Abholung;3 Bänke – abgebildet sind zwei davon.;;;verfügbar;;;;;;;;;;;;
NE01-25;;;NE01;Truhenbank Kindergröße, ganz weiß;Sitzbank in Kindergröße, komplett weiß lackiert, mit Sprossenlehne und Stauraum unter der Sitzfläche. Lack an Kanten abgeplatzt, Sitzfläche zerkratzt.;Kita-Ausstattung;;;Flur;3;Stück;stark gebraucht;;F-254;B;ja;ja;35,00;VHB;nur Abholung;3 Bänke – abgebildet ist eine davon.;;;verfügbar;;;;;;;;;;;;
NE01-26;;;NE01;Sitzbank weiß mit Stauraum, lang;Lange Sitzbank in Weiß mit niedrigen Armlehnen und aufklappbarer Sitzfläche, darunter Stauraum mit Griffmulde. Lack großflächig zerkratzt.;Kita-Ausstattung;;;Flur;7;Stück;stark gebraucht;;F-255;B;ja;ja;45,00;VHB;nur Abholung;7 Bänke – abgebildet ist eine davon.;;;verfügbar;;;;;;;;;;;;
BA01-01;;;BA01;Gemälde Mona Lisa, Pop-Art;Acryl auf Leinwand im Hochformat: Mona Lisa als flächige Schablonenmalerei in Grau und Creme, darüber grüne Farbläufe vom oberen Rand. Eigenarbeit einer Privatperson, nicht signiert. Großes Format.;Kunst;;;Flur 1;1;Stück;gut;;F-258;A;ja;ja;250,00;VHB;Versand möglich;1 Bild.;;;verfügbar;;;;;;;;;;;;Preis unbestaetigt: stilistisch verwandt mit NU01-06 (Marilyn mit Bollenhut, 650 EUR) von derselben Hand. Bitte pruefen, ob 250 EUR passt.
BA01-02;;;BA01;Acrylbild abstrakt, Neonfarben;Acryl auf Leinwand: abstrakte Komposition mit breiten Pinselzügen in Grün und Blau, darüber Schleudertechnik in Neongelb, Neonrot und Pink. Eigenarbeit einer Privatperson, nicht signiert.;Kunst;;;Flur 1;1;Stück;gut;;F-259;B;ja;ja;90,00;VHB;Versand möglich;1 Bild.;;;verfügbar;;;;;;;;;;;;
BA01-03;;;BA01;Deko-Tannen Metall auf Holzsockel;Stilisierte Tannen aus schwarz mattiertem Metall, auf ovalen Sockeln aus Massivholz. Skandinavischer Stil, standfest.;Deko;;;Flur 1;3;Stück;gut;;F-262;C;ja;ja;25,00;VHB;Versand möglich;3 Sockel, unterschiedlich bestückt: einer mit einem großen Baum, zwei mit je drei Bäumen. Alle drei sind abgebildet.;;;verfügbar;;;;;;;;;;;;"Bisher unter NE01-15 gefuehrt; dort durchgestrichen, weil sie in den Flur 1 umgezogen sind."
BA01-04;;BA02-07;BA01;Leuchtbuchstabe K, schwarz;Buchstabe K aus schwarz beschichtetem Metall mit sechs runden Leuchtmitteln auf der Front, zum Aufstellen.;Deko;;;Flur 1;2;Stück;gebraucht;;F-260;C;ja;ja;20,00;VHB;Versand möglich;2 Buchstaben: einer im Flur 1 (BA01-04) und einer im Flur 2 (dort mit BA02-07 beschriftet).;;;verfügbar;;;;;;;;;;;;Zusammengefasste Position – Post-it-Nummer im zweiten Raum: BA02-07.
BA02-02;;;BA02;Rutscherauto rot;Rutscherauto in Sportwagenform, roter Kunststoffkorpus mit schwarzer Sitzfläche in Rautensteppung, verchromte Felgen, Lehne hinten zum Schieben.;Kita-Ausstattung;;;Flur 2;1;Stück;gebraucht;;F-263;B;ja;ja;35,00;VHB;nur Abholung;1 Fahrzeug.;;;verfügbar;;;;;;;;;;;;
BA02-03;;;BA02;Bilder Schwarzwald, gerahmt;Schwarz gerahmte Zeichnungen hinter Glas in schlichter Strichtechnik: Bergkette, Mädchen mit Bollenhut und Tannenwald. Motivgruppe Schwarzwald.;Kunst;;Schwarzwald;Flur 2;3;Stück;gut;;F-264;B;ja;ja;45,00;VHB;Versand möglich;3 Bilder, alle abgebildet.;;;verfügbar;;;;;;;;;;;;
BA02-04;;;BA02;Kinder-Ohrensessel grau, Kunstleder;Ohrensessel in Kindergröße, hellgrauer Kunstlederbezug, geschwungene schwarze Holzbeine.;Möbel;;;Flur 2;1;Stück;gebraucht;;F-265;B;ja;ja;55,00;VHB;nur Abholung;1 Sessel. Baugleich in Rot gibt es zwei Stück unter NE01-20.;;;verfügbar;;;;;;;;;;;;
BA02-05;;;BA02;Ablagepult Holz auf Metallgestell;Pult mit geneigter Platte aus dunklem Holz mit schwarzer Auflage, auf einem C-förmigen schwarzen Metallgestell. Untergreifbar, im Haus als Stehpult für die Anwesenheitsliste genutzt.;Möbel;;;Flur 2;1;Stück;gebraucht;;F-266;B;ja;ja;45,00;VHB;nur Abholung;1 Pult. Die Liste gehört nicht dazu.;;;verfügbar;;;;;;;;;;;;
BA02-06;;;BA02;Truhenbank weiß mit Fellauflage;Sitzbank in Weiß mit geschwungenen Seitenteilen, Rückenbrett und aufklappbarer Sitzfläche mit Beschlägen. Darunter ein großer Stauraum. Eine weiße Fellauflage liegt auf der Sitzfläche.;Kita-Ausstattung;;;Flur 2;1;Stück;gebraucht;;F-267;B;ja;ja;45,00;VHB;nur Abholung;1 Bank einschließlich der Fellauflage. Der Inhalt gehört nicht dazu.;;;verfügbar;;;;;;;;;;;;
BA02-08;;BA04-09;BA02;IKEA Kinderschrank weiß, zwei Türen;"Hoher Schrank von IKEA in Weiß mit zwei Türen und schwarzen Griffmulden, darunter Schubladen. Auf zwei der Schränke kleben Aufkleber mit Kinderhandabdrücken; sie lassen sich abziehen.";Möbel;IKEA;;Flur 2;4;Stück;gebraucht;;F-269;B;ja;ja;90,00;VHB;nur Abholung;4 Schränke insgesamt: 2 im Flur 2 (BA02-08) und 2 im Gruppenraum 4 (dort mit BA04-09 beschriftet). Abgebildet ist einer davon, ein weiterer auf Foto F-308.;;;verfügbar;;;;;;;;;;;;Zusammengefasste Position – Post-it-Nummer im zweiten Raum: BA04-09.
BA02-09;;;BA02;Deko-Häuser Keramik;Drei Häuschen aus Keramik mit ausgestanzten Fenstern, zum Beleuchten mit einem Teelicht: eines craquelé-grau, eines cremeweiß glasiert, eines dunkelgrau mit rundem Fenster.;Deko;;;Flur 2;3;Stück;gut;;F-270;C;ja;ja;15,00;VHB;Versand möglich;3 Häuschen, alle abgebildet.;;;verfügbar;;;;;;;;;;;;
BA09-06;;BA10-12;BA09;Sitzhocker rund, drehbar auf Rollen;Runder Sitzhocker mit schwarzem Netzstoffbezug und umlaufendem Reißverschluss, auf einem silberfarbenen Fünffußkreuz mit Rollen, höhenverstellbar.;Büro;;;Personal;2;Stück;gebraucht;;F-274;B;ja;ja;30,00;VHB;nur Abholung;2 Hocker: einer im Personalraum (BA09-06) und einer im Ruhe- und Schlafraum (dort mit BA10-12 beschriftet).;;;verfügbar;;;;;;;;;;;;Zusammengefasste Position – Post-it-Nummer im zweiten Raum: BA10-12.
NE02-01;;;NE02;Hirsch Metall, stehend;Figur eines Hirschs aus Metall mit dunkler, teils silbrig durchscheinender Oberfläche, auf länglichem Sockel mit Geweihstück.;Deko;;Schwarzwald;Küche;1;Stück;gut;;F-276;B;ja;ja;60,00;VHB;Versand möglich;1 Figur.;;;verfügbar;;;;;;;;;;;;
NE02-02;;;NE02;Barhocker dunkelgrau, Erwachsenenhöhe;Barhocker mit dunkelgrauer Kunststoffschale auf schwarzem Kufengestell aus Rundstahl, mit Fußstütze.;Möbel;;;Küche;2;Stück;gebraucht;;F-277;B;ja;ja;45,00;VHB;nur Abholung;2 Hocker – abgebildet ist einer davon.;;;verfügbar;;;;;;;;;;;;
NE02-03;;;NE02;Wäschekorb schwarz mit Deckel;Wäschekorb aus Kunststoff in Flechtoptik, schwarz, mit aufklappbarem Deckel.;Sonstiges;;;Küche;3;Stück;gebraucht;;F-278;C;ja;ja;12,00;VHB;nur Abholung;3 Körbe – abgebildet ist einer davon.;;;verfügbar;;;;;;;;;;;;
NE02-04;;;NE02;Mülleimer Kunststoff schwarz, groß;Runder Abfallbehälter aus schwarzem Kunststoff mit aufgesetztem Schwingdeckel.;Sonstiges;;;Küche;2;Stück;gebraucht;;F-279;C;ja;ja;15,00;VHB;nur Abholung;2 Eimer. Der zweite steht in einem anderen Raum und trägt dort kein eigenes Post-it.;;;verfügbar;;;;;;;;;;;;
NE02-05;;;NE02;IKEA Trinkbecher Kinder, bunt;Trinkbecher aus Kunststoff für Kinder, IKEA, in Rot, Blau, Pink, Gelb und Weiß. Stapelbar, spülmaschinenfest.;Sonstiges;IKEA;;Küche;39;Stück;gebraucht;;F-280;C;ja;ja;0,50;VHB;Versand möglich;39 Becher in gemischten Farben – abgebildet sind alle.;;;verfügbar;;;;;;;;;;;;OFFEN: waechst noch. Aus einer weiteren Kueche kommen Becher und bunte Teller dazu. Am Ende des Rundgangs zu EINEM Geschirr-Konvolut zusammenfassen und im Katalog lassen - so von der Nutzerin gewuenscht.
NE02-06;;;NE02;Trinkbecher Melamin, grün- und grautöne;Trinkbecher mit facettiertem Fuß in Weiß, Salbeigrün, Graugrün und Mintgrün. Acht der Becher tragen ein Motiv.;Sonstiges;;;Küche;17;Stück;gut;;F-281;C;ja;ja;1,50;VHB;Versand möglich;17 Becher – abgebildet sind alle. Acht davon mit Motiv.;;;verfügbar;;;;;;;;;;;;OFFEN: waechst noch. Aus einer weiteren Kueche kommen Becher und bunte Teller dazu. Am Ende des Rundgangs zu EINEM Geschirr-Konvolut zusammenfassen und im Katalog lassen - so von der Nutzerin gewuenscht.
NE02-07;;;NE02;Teller Kunststoff, bunt;Flache Teller aus Kunststoff in kräftigen Farben: elf kleine bunte, drei große sowie weitere mit Tiermotiv.;Sonstiges;;;Küche;22;Stück;gebraucht;;F-282;C;ja;ja;1,50;VHB;Versand möglich;22 Teller – abgebildet sind alle. Elf kleine bunte, drei große, der Rest mit Motiv.;;;verfügbar;;;;;;;;;;;;OFFEN: waechst noch. Aus einer weiteren Kueche kommen Becher und bunte Teller dazu. Am Ende des Rundgangs zu EINEM Geschirr-Konvolut zusammenfassen und im Katalog lassen - so von der Nutzerin gewuenscht.
NE02-08;;;NE02;"Schriftzug „Sterneküche"", schwarz";"Großer Wandschriftzug „Sterneküche"" in Schreibschrift, schwarz, aus Holz gefräst.";Deko;;;Küche;1;Stück;gut;;F-283;B;ja;ja;35,00;VHB;Versand möglich;1 Schriftzug.;;;verfügbar;;;;;;;;;;;;
NE02-09;;;NE02;Tablett weiß mit Streifenmuster;Serviertablett aus Kunststoff, weiß mit Griffausschnitten, Boden mit Streifenmuster – eines in Blautönen, eines in Rottönen.;Sonstiges;;;Küche;2;Stück;gut;;F-284;C;ja;ja;8,00;VHB;Versand möglich;2 Tabletts, beide abgebildet.;;;verfügbar;;;;;;;;;;;;
BA10-09;;;BA10;Beistelltisch rund, Tablettplatte Birke;Runder Beistelltisch: abnehmbare Tablettplatte aus Birke mit umlaufendem Rand, auf einem weißen Gestell aus Rundstahl mit Tragebügel.;Möbel;;;Ruhe- / Schlafraum;1;Stück;gebraucht;;F-286;B;ja;ja;35,00;VHB;nur Abholung;1 Tisch. Die Teelichtgläser gehören nicht dazu.;;;verfügbar;;;;;;;;;;;;
BA10-10;;;BA10;Beistelltisch rund, Tablettplatte schwarz;Runder Beistelltisch mit schwarzer Tablettplatte auf drei schlanken, schwarz lackierten Metallbeinen. Platte mit Gebrauchsspuren.;Möbel;;;Ruhe- / Schlafraum;1;Stück;gebraucht;;F-287;B;ja;ja;30,00;VHB;nur Abholung;1 Tisch. Die Kerzengläser gehören nicht dazu.;;;verfügbar;;;;;;;;;;;;
BA10-11;;;BA10;Tisch rund, zweiteilig, weiß;Runder Tisch aus zwei halbrunden weißen Platten mit Multiplex-Kante, auf höhenverstellbaren Rundfüßen aus Chrom. Die Hälften lassen sich einzeln stellen.;Möbel;;;Ruhe- / Schlafraum;1;Stück;gebraucht;;F-288;B;ja;ja;90,00;VHB;nur Abholung;1 Tisch aus zwei halbrunden Platten.;;;verfügbar;;;;;;;;;;;;
BA03-01;;;BA03;IKEA Avsiktlig Teppich, schwarz-weiß gepunktet;Flachgewebter Teppich in Creme mit schwarzen Punktreihen, IKEA Avsiktlig. Flor 100 % Polypropylen auf Jutekette. Etikett auf der Rückseite vorhanden.;Textilien;IKEA;;Galerie;1;Stück;gebraucht;133 × 195 cm;F-291;C;ja;ja;25,00;VHB;Versand möglich;1 Teppich. Das Etikett ist auf Foto F-292 zu sehen.;;;verfügbar;;;;;;;;;;;;
BA03-02;;;BA03;Spielküche beige-braun, mehrteilig;Spielküche aus beschichteter Platte in Creme und Taupe mit Holzarbeitsplatten: Mikrowellenmodul mit Digitalanzeige, Unterschränke mit Kochfeld, Backofen mit Sichtfenster und Spüle, dazu ein Wandregal. Abgerundete Ecken, kindgerechte Höhe.;Kita-Ausstattung;;;Galerie;1;Set;gebraucht;;F-293;A;ja;ja;250,00;VHB;nur Abholung;1 Küche aus mehreren Modulen. Spielgeschirr und Zubehör gehören nicht dazu. Zwei weitere Spielküchen von Wesco stehen unter NU03-03 und NU07-03.;;;verfügbar;;;;;;;;;;;;
BA03-03;;;BA03;Sofa grau, 2-Sitzer;Kleines Zweisitzer-Sofa mit grauem Steppbezug aus Velours und weißem Metallgestell. Bezug abnehmbar.;Möbel;;;Galerie;1;Stück;gebraucht;;F-294;B;ja;ja;70,00;VHB;nur Abholung;1 Sofa. Das Kissen gehört nicht dazu.;;;verfügbar;;;;;;;;;;;;
BA03-05;;;BA03;BRIO Puppenwagen rot gepunktet;Kombi-Puppenwagen von BRIO: weißes Metallgestell mit Luftreifen, roter Stoffbezug mit weißen Punkten, schwenkbarer Schiebebügel, Ablagekorb unten. Markenetikett am Verdeck.;Kita-Ausstattung;BRIO;;Galerie;1;Stück;gebraucht;;F-296;B;ja;ja;45,00;VHB;nur Abholung;1 Puppenwagen. Die Puppe gehört nicht dazu. Das Etikett ist auf Foto F-297 zu sehen.;;;verfügbar;;;;;;;;;;;;
BA03-06;;;BA03;Kaufladen weiß mit Aufsatz;Kaufladen aus Holz, weiß mit grauer Rückwand: Verkaufstheke mit Ablage unten, Aufsatz mit mehreren unterschiedlich großen Fächern.;Kita-Ausstattung;;;Galerie;1;Stück;gebraucht;;F-298;B;ja;ja;90,00;VHB;nur Abholung;1 Kaufladen. Kasse, Spiellebensmittel und Geschirr gehören nicht dazu. Ein zweiter Kaufladen steht unter NU07-02.;;;verfügbar;;;;;;;;;;;;
BA03-07;;;BA03;Schrank weiß, zwei Türen;Hoher Schrank in Weiß mit zwei Türen und runden Porzellanknöpfen in Rosenform.;Möbel;;;Galerie;1;Stück;gebraucht;;F-299;B;ja;ja;80,00;VHB;nur Abholung;1 Schrank.;;;verfügbar;;;;;;;;;;;;
BA03-04;;;BA03;Wandregal Hausform, schwarz;Wandregale in Hausform aus schwarz lackiertem Holz, zum Aufstellen oder Aufhängen, in unterschiedlichen Größen.;Deko;;;Galerie;5;Stück;gut;;F-295;C;ja;ja;12,00;VHB;Versand möglich;5 Häuser in verschiedenen Größen. Der Inhalt gehört nicht dazu.;;;verfügbar;;;;;;;;;;;;
BA04-04;;;BA04;Stapelstuhl Kunststoff weiß, Erwachsenengröße;Stuhl aus weißem Kunststoff in einem Stück, runde Rückenlehne, konische Beine mit Querstrebe, stapelbar. Erwachsenengröße. Sitzfläche mit Kratzern.;Möbel;;;Gruppenraum 4;8;Stück;gebraucht;;F-303;B;ja;ja;30,00;VHB;nur Abholung;8 Stühle – abgebildet ist einer davon.;;;verfügbar;;;;;;;;;;;;
BA04-05;;;BA04;Kinder-Sessel Bugholz mit Polster;Sessel in Kindergröße: Gestell aus gebogenem Schichtholz in Birke, Auflage aus cremefarbenem Stoff mit Nackenkissen. Bezug abnehmbar, Stoff fleckig.;Kita-Ausstattung;;;Gruppenraum 4;1;Stück;gebraucht;;F-304;B;ja;ja;45,00;VHB;nur Abholung;1 Sessel.;;;verfügbar;;;;;;;;;;;;
BA04-06;;;BA04;Rollwagen weiß, drei Etagen;Rollwagen aus weiß lackiertem Stahlblech mit drei Wannenböden und vier Rollen.;Möbel;;;Gruppenraum 4;1;Stück;gebraucht;;F-305;B;ja;ja;30,00;VHB;nur Abholung;1 Wagen. Der Inhalt gehört nicht dazu.;;;verfügbar;;;;;;;;;;;;
BA04-07;;;BA04;Beistelltisch Drahtkorb, weiß;Runder Beistelltisch: weißer Drahtkorb mit abnehmbarer Platte in heller Holzoptik. Der Korb lässt sich als Ablage nutzen.;Möbel;;;Gruppenraum 4;1;Stück;gebraucht;;F-306;B;ja;ja;35,00;VHB;nur Abholung;1 Tisch. Baugleich in Kupfer gibt es zwei Stück unter NU02-07.;;;verfügbar;;;;;;;;;;;;
BA05-01;;;BA05;Rollkasten mit großen Kunststoff-Bausteinen;Flacher Kasten auf Rollen, Front in Weiß, Grün oder Grau, gefüllt mit großen Kunststoff-Bausteinen in Rot, Blau, Gelb und Grün.;Kita-Ausstattung;;;Turnraum;4;Stück;gebraucht;;F-310;B;ja;ja;35,00;VHB;nur Abholung;4 Kästen einschließlich der Bausteine – alle vier sind abgebildet.;;;verfügbar;;;;;;;;;;;;
BA05-02;;;BA05;BENZ Turnbank;Turnbank aus Holz mit Schmalseite zum Umdrehen, rutschhemmender Belag, Aufhängehaken an einem Ende. Aufdruck: BENZ Geräte.;Kita-Ausstattung;BENZ;;Turnraum;2;Stück;gebraucht;;F-312;B;ja;ja;140,00;VHB;nur Abholung;2 Bänke, beide abgebildet.;;;verfügbar;;;;;;;;;;;;
BA05-03;;;BA05;Trampolin mit Haltestange;Rundes Fitness-Trampolin mit gepolstertem Randschutz in Rot und abnehmbarer Haltestange. Aufdruck auf dem Sprungtuch: ANCHEER. Der Randschutz ist an mehreren Stellen eingerissen.;Kita-Ausstattung;ANCHEER;;Turnraum;1;Stück;stark gebraucht;;F-313;B;ja;ja;35,00;VHB;nur Abholung;1 Trampolin.;;;verfügbar;;;;;;;;;;;;
BA05-04;;;BA05;Spielhochbett mit Bällebad und Rutsche;Großes Spielhochbett aus weiß beschichteter Platte: zwei Liegeflächen oben mit Absturzsicherung, Leiter, Rutsche, runde Bullaugen und darunter ein eingebautes Bällebad einschließlich der Bälle.;Kita-Ausstattung;;;Turnraum;1;Stück;gebraucht;;F-314;A;ja;ja;750,00;VHB;nur Abholung;1 Anlage einschließlich der Bälle. Abbau und Transport durch den Käufer. Das Bällebad ist auf Foto F-315 zu sehen.;;;verfügbar;;;;;;;;;;;;Preis ist meine Schaetzung: als Schreinerarbeit neu 3.000-6.000 EUR. Bitte bestaetigen - das ist nach dem Vitra Alcove die zweitgroesste Einzelposition.
BA05-05;;;BA05;Sprossenwand einzeln;Sprossenwand aus Massivholz zur Wandmontage, mit Querholmen über die volle Breite.;Kita-Ausstattung;;;Turnraum;3;Stück;gebraucht;;;B;ja;nein;100,00;VHB;nur Abholung;3 Sprossenwände.;;;verfügbar;;;;;;;;;;;;OFFEN: Foto fehlt. Das Bild kam nur als Chatbild an, nicht als Datei - es konnte deshalb nicht in die Fotoverarbeitung. Bitte als Dateianhang nachreichen.
BA05-06;;;BA05;Doppelsprossenwand;Breite Sprossenwand aus Massivholz zur Wandmontage, zwei Felder nebeneinander mit durchgehenden Querholmen und oberer Ausleger-Leiste.;Kita-Ausstattung;;;Turnraum;1;Stück;gebraucht;;F-316;A;ja;ja;180,00;VHB;nur Abholung;1 Doppelsprossenwand.;;;verfügbar;;;;;;;;;;;;
BA05-07;;;BA05;Treppenturngerät gepolstert;Turngerät aus Schaumstoff mit Kunstlederbezug in Creme und Grau: Treppenelement mit drei Stufen und passende Rampe, zusammensteckbar.;Kita-Ausstattung;;;Turnraum;1;Stück;gebraucht;;F-317;B;ja;ja;150,00;VHB;nur Abholung;1 Gerät aus mehreren Teilen.;;;verfügbar;;;;;;;;;;;;
BA05-08;;;BA05;Rody Hüpfpferd rot;Hüpfpferd Rody aus rotem Gummi mit gelbem Sattelaufdruck und weißen Punkten, aufblasbar. Markenaufdruck am Bauch.;Kita-Ausstattung;Rody;;Turnraum;1;Stück;gebraucht;;F-318;C;ja;ja;20,00;VHB;nur Abholung;1 Hüpfpferd.;;;verfügbar;;;;;;;;;;;;
BA05-09;;;BA05;Softbausteine gepolstert, groß;Große Turn- und Bauelemente aus Schaumstoff mit Kunstlederbezug in Rot, Blau, Grün und Hellgrün: Treppen, Rampen, Wellen, Quader und Keile.;Kita-Ausstattung;;;Turnraum;7;Stück;gebraucht;;F-319;B;ja;ja;45,00;VHB;nur Abholung;7 Elemente in verschiedenen Formen – alle abgebildet.;;;verfügbar;;;;;;;;;;;;
BA05-10;;;BA05;Wandschutz grün, gepolstert;Gepolsterter Wand- und Säulenschutz mit grünem Kunstlederbezug und grauer Oberseite.;Kita-Ausstattung;;;Turnraum;5;Stück;gebraucht;;;B;ja;nein;35,00;VHB;nur Abholung;5 Elemente.;;;verfügbar;;;;;;;;;;;;OFFEN: Foto fehlt. Das Bild kam nur als Chatbild an, nicht als Datei - es konnte deshalb nicht in die Fotoverarbeitung. Bitte als Dateianhang nachreichen.
